COUNTY,YEARS,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT,YEAR,AGE
Del Norte,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
El Dorado,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Fresno,2021-2022,13.4,(7.1-19.7),,,2021-2022,child
Glenn,2021-2022,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Humboldt,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Imperial,2021-2022,12.3,(2.8-21.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Inyo,2021-2022,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Kern,2021-2022,8.3,(2.4-14.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Kings,2021-2022,8.9,(2-15.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Lake,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Lassen,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Los Angeles,2021-2022,9.6,(7.7-11.6),,,2021-2022,child
Madera,2021-2022,17.9,(4.8-31),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Marin,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Mariposa,2021-2022,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Mendocino,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Merced,2021-2022,6.4,(0.2-12.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Modoc,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Mono,2021-2022,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Monterey,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Napa,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Nevada,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Orange,2021-2022,9.4,(4.4-14.5),,,2021-2022,child
Placer,2021-2022,5.1,(1.2-9.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Plumas,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Riverside,2021-2022,5.9,(3.9-7.8),,,2021-2022,child
Sacramento,2021-2022,5.2,(1.3-9.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
San Benito,2021-2022,8.4,(1.4-15.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
San Bernardino,2021-2022,11.1,(6.3-15.8),,,2021-2022,child
San Diego,2021-2022,9.4,(6.3-12.6),,,2021-2022,child
San Francisco,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
San Joaquin,2021-2022,13.4,(3.9-22.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
San Luis Obispo,2021-2022,8.9,(1.5-16.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
San Mateo,2021-2022,3.2,(0.7-5.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Santa Barbara,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Santa Clara,2021-2022,5.8,(2.8-8.7),,,2021-2022,child
Santa Cruz,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Shasta,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Sierra,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Siskiyou,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Solano,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Sonoma,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Stanislaus,2021-2022,3.7,(0.8-6.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Sutter,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Tehama,2021-2022,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Trinity,2021-2022,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate,2021-2022,child
Tulare,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Tuolumne,2021-2022,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Ventura,2021-2022,17.9,(4.8-31),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
Yolo,2021-2022,,,,Prevalence not available due to unreliable estimate,2021-2022,child
Yuba,2021-2022,16.3,(3.8-28.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,child
California,2021-2022,9.6,(9.2-10),,,2021-2022,adult
Alameda,2021-2022,10.5,(7.9-13),,,2021-2022,adult
Alpine,2021-2022,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Amador,2021-2022,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Butte,2021-2022,10.8,(6.4-15.1),,,2021-2022,adult
Calaveras,2021-2022,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Colusa,2021-2022,15.2,(9.2-21.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",,2021-2022,adult
Contra Costa,2021-2022,13.6,(10-17.2),,,2021-2022,adult
Del Norte,2021-2022,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
El Dorado,2021-2022,11.1,(5.6-16.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Fresno,2021-2022,14.3,(11.2-17.4),,,2021-2022,adult
Glenn,2021-2022,15.2,(9.2-21.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",,2021-2022,adult
Humboldt,2021-2022,17.4,(8.6-26.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Imperial,2021-2022,11.3,(5.3-17.3),,,2021-2022,adult
Inyo,2021-2022,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Kern,2021-2022,8.8,(5.4-12.3),,,2021-2022,adult
Kings,2021-2022,10.1,(6.5-13.8),,,2021-2022,adult
Lake,2021-2022,2.2,(13.3-0),,,2021-2022,adult
Lassen,2021-2022,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Los Angeles,2021-2022,8.4,(7.6-9.2),,,2021-2022,adult
Madera,2021-2022,9.2,(5.4-13.1),,,2021-2022,adult
Marin,2021-2022,8.6,(4.6-12.5),,,2021-2022,adult
Mariposa,2021-2022,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Mendocino,2021-2022,17.4,(9.7-25.1),,,2021-2022,adult
Merced,2021-2022,10.3,(6.5-14.2),,,2021-2022,adult
Modoc,2021-2022,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Mono,2021-2022,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Monterey,2021-2022,5.5,(1-10.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Napa,2021-2022,13.1,(6.1-20.2),,,2021-2022,adult
Nevada,2021-2022,10.1,(4.7-15.4),,,2021-2022,adult
Orange,2021-2022,6.3,(5.1-7.4),,,2021-2022,adult
Placer,2021-2022,10.7,(7.9-13.5),,,2021-2022,adult
Plumas,2021-2022,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Riverside,2021-2022,10.1,(8.1-12.1),,,2021-2022,adult
Sacramento,2021-2022,13.8,(11.1-16.6),,,2021-2022,adult
San Benito,2021-2022,7.7,(4.1-11.4),,,2021-2022,adult
San Bernardino,2021-2022,10.1,(8.4-11.9),,,2021-2022,adult
San Diego,2021-2022,9.0,(7.9-10.2),,,2021-2022,adult
San Francisco,2021-2022,9.1,(6.3-11.8),,,2021-2022,adult
San Joaquin,2021-2022,8.8,(6.3-11.4),,,2021-2022,adult
San Luis Obispo,2021-2022,9.9,(4-15.8),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
San Mateo,2021-2022,7.7,(5.2-10.1),,,2021-2022,adult
Santa Barbara,2021-2022,11.9,(8-15.7),,,2021-2022,adult
Santa Clara,2021-2022,8.4,(6.8-9.9),,,2021-2022,adult
Santa Cruz,2021-2022,12.3,(6.6-17.9),,,2021-2022,adult
Shasta,2021-2022,5.1,(2.9-7.3),,,2021-2022,adult
Sierra,2021-2022,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Siskiyou,2021-2022,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Solano,2021-2022,15.1,(9.2-20.9),,,2021-2022,adult
Sonoma,2021-2022,7.0,(3.7-10.4),,,2021-2022,adult
Stanislaus,2021-2022,14.7,(9.4-19.9),,,2021-2022,adult
Sutter,2021-2022,7.7,(4.4-11),,,2021-2022,adult
Tehama,2021-2022,15.2,(9.2-21.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",,2021-2022,adult
Trinity,2021-2022,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Tulare,2021-2022,9.8,(5.5-14.1),,,2021-2022,adult
Tuolumne,2021-2022,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Ventura,2021-2022,11.4,(7.8-15.1),,,2021-2022,adult
Yolo,2021-2022,16.4,(6.7-26.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Yuba,2021-2022,15.2,(8.2-22.1),,,2021-2022,adult
California,2021-2022,9.2,(8.5-9.9),,,2021-2022,adult
Alameda,2021-2022,13.8,(8.9-18.8),,,2021-2022,adult
Alpine,2021-2022,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Amador,2021-2022,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Butte,2021-2022,12.4,(7.6-17.2),,,2021-2022,adult
Calaveras,2021-2022,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Colusa,2021-2022,11.4,(4.6-18.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Contra Costa,2021-2022,10.0,(6.1-13.9),,,2021-2022,adult
Del Norte,2021-2022,7.2,(2.9-11.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
El Dorado,2021-2022,13.0,(6.6-19.4),,,2021-2022,adult
Fresno,2021-2022,11.2,(5.9-16.5),,,2021-2022,adult
Glenn,2021-2022,11.4,(4.6-18.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Humboldt,2021-2022,7.5,(2.9-12.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Imperial,2021-2022,11.9,(5.7-18.2),,,2021-2022,adult
Inyo,2021-2022,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Kern,2021-2022,6.9,(2.4-11.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Kings,2021-2022,6.8,(3.2-10.4),,,2021-2022,adult
Lake,2021-2022,5.6,(2.1-9.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Lassen,2021-2022,7.2,(2.9-11.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Los Angeles,2021-2022,7.6,(6.1-9.2),,,2021-2022,adult
Madera,2021-2022,9.0,(5-12.9),,,2021-2022,adult
Marin,2021-2022,7.4,(3.5-11.3),,,2021-2022,adult
Mariposa,2021-2022,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Mendocino,2021-2022,11.9,(6.1-17.7),,,2021-2022,adult
Merced,2021-2022,13.7,(5.5-21.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Modoc,2021-2022,7.2,(2.9-11.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Mono,2021-2022,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Monterey,2021-2022,4.0,(1.3-6.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Napa,2021-2022,12.5,(6.3-18.6),,,2021-2022,adult
Nevada,2021-2022,10.7,(5.4-16),,,2021-2022,adult
Orange,2021-2022,6.1,(4-8.3),,,2021-2022,adult
Placer,2021-2022,14.8,(9.7-19.9),,,2021-2022,adult
Plumas,2021-2022,7.2,(2.9-11.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Riverside,2021-2022,7.4,(4.8-10),,,2021-2022,adult
Sacramento,2021-2022,15.2,(9.8-20.6),,,2021-2022,adult
San Benito,2021-2022,4.9,(2.4-7.4),,,2021-2022,adult
San Bernardino,2021-2022,11.9,(7.2-16.7),,,2021-2022,adult
San Diego,2021-2022,8.4,(6.9-9.8),,,2021-2022,adult
San Francisco,2021-2022,8.0,(3.5-12.4),,,2021-2022,adult
San Joaquin,2021-2022,11.8,(6.2-17.4),,,2021-2022,adult
San Luis Obispo,2021-2022,8.6,(2.9-14.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
San Mateo,2021-2022,12.8,(6.8-18.8),,,2021-2022,adult
Santa Barbara,2021-2022,11.4,(7.8-15),,,2021-2022,adult
Santa Clara,2021-2022,7.6,(3.9-11.3),,,2021-2022,adult
Santa Cruz,2021-2022,5.5,(2.3-8.6),,,2021-2022,adult
Shasta,2021-2022,10.4,(4-16.8),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Sierra,2021-2022,7.2,(2.9-11.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Siskiyou,2021-2022,7.2,(2.9-11.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Solano,2021-2022,10.3,(5.3-15.3),,,2021-2022,adult
Sonoma,2021-2022,13.2,(8.1-18.3),,,2021-2022,adult
Stanislaus,2021-2022,8.6,(4.2-13.1),,,2021-2022,adult
Sutter,2021-2022,8.9,(3.9-13.9),,,2021-2022,adult
Tehama,2021-2022,11.4,(4.6-18.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Trinity,2021-2022,7.2,(2.9-11.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Tulare,2021-2022,7.6,(3.6-11.5),,,2021-2022,adult
Tuolumne,2021-2022,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",,2021-2022,adult
Ventura,2021-2022,7.8,(3.8-11.8),,,2021-2022,adult
Yolo,2021-2022,6.2,(2.3-10.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.,2021-2022,adult
Yuba,2021-2022,12.1,(7.2-17),,,2021-2022,adult
